"final_hostname","final_ip","_time","final_ip_type","final_ip_subnet_network_type","final_ip_zone","final_ip_zone_location",metisCreatedDate,shortDescription,primarySupportGroup,primaryUsedBy
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
"brg-c-0043r","10.121.138.178","2025-11-15T00:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"David Pinto (BrgP/MOE2.5)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Pedro Gomes (BrgP/MFE16)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Tiago Pereira (ME/QMM-L3-BrgP)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Rita Monteiro (BrgP/CTG1)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Jose Bernardo Gomes (BrgP/MOE2.4)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Catia Fernandes (XC-HWP/ENG-PDM-BRG)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Raul Azeredo (BrgP/MFE28.1)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Rodrigo Salsa (ME/QMM-M1-BrgP)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Pedro Sampaio (BrgP/MFE28)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00",POOL,Portugal1,"Management Brg Fleet (CI/CWR13-IB)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Juliana dos Santos (BrgP/MFE33.4)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Ana Isabel Soares (BrgP/MOE2-P)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Daniel Pimenta (BrgP/MFE38)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Daniel Correia (BrgP/MFE38.1)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Miguel Fernandes (BrgP/MFE22)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Toni Gomes (BrgP/MFE24)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Ana Campos (ME/QMM-BrgP)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Emanuel Goncalves (ME/ETA2-SMT)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Tiago Valente (BrgP/MFE28)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Ricardo Silva (BrgP/MFE31.1)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00",POOL,Portugal1,
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Rui Cachetas (BrgP/MOE2.1)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Alexandra Duarte (BrgP/MOE2.2)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Miguel Pires (M/BDO2-PU)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Joao Ferreira (BrgP/MFE38.7)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Tiago Afonso (XC-AC/ENG4-Brg)"
na,"10.121.138.52","2025-10-23T16:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-10-23T03:00:55.000+00:00","n/a",Portugal1,"Pedro Alves (XC-AC/ENG31-Brg)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Marta Barbosa (BrgP/BPS)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Eduardo Lopes Guimaraes (BrgP/MFE28.5)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Ana Filipa Pinto (BrgP/MOE2.8)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Bruno Pinto (BrgP/COS14)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Pedro Cunha (BrgP/MOE2.8)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Mario Barroso (BrgP/MFE28.2)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Diogo Cunha (ME/ELS-PT)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00",POOL,Portugal1,"Carlos Manuel Ribeiro (ME/QMM-M1-BrgP)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Marco Pinheiro (BrgP/MFE28.2)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Eliana Oliveira (BrgP/MOE12)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Hugo Fonseca (XC-AS/ENG12-Brg)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Vitor Esteves (BrgP/MOE18.4)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria3","Nicolai Raidt (BhP/TEF-EAT23)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Joao Gomes (BrgP/MFE28.1)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Vanessa Queta (BrgP/MFE1)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Henrique Mora (BrgP/MFE23)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Jose Nogueira (BrgP/MFE21)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Filipe Rodrigues (BrgP/MFE38.1)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Daniel Ferreira (VM-VDS/ENG3-Brg)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Hernani Correia (XC-AC/ENG2-Brg)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Marco Fernandes (BrgP/MFE38.5)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Catia Duarte (BrgP/MOE2.4)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fatima Carvalho (M/PUR6-DI2.1)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Ana Amorim (BrgP/CTG3)"
na,"10.121.140.219","2025-11-13T21:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fabricio Botelho (XC-AC/ENG4-Brg)"
"brg-c-003rd","10.121.141.105","2025-11-17T13:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fernando Araujo (BrgP/MOE2.4)"
"brg-c-003rd","10.121.141.105","2025-11-17T13:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fernando Araujo (BrgP/MOE2.4)"
"brg-c-003rd","10.121.141.105","2025-11-17T13:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fernando Araujo (BrgP/MOE2.4)"
"brg-c-003rd","10.121.141.105","2025-11-17T13:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Fernando Araujo (BrgP/MOE2.4)"
"brg-c-0045k","10.121.141.240","2025-11-05T19:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Maria Fatima Veiga (BrgP/MOE2.6)"
"brg-c-003qh","10.121.142.203","2025-11-05T14:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Bruno Carvalho (BrgP/MOE2.8)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"brg-c-0045g","10.121.143.46","2025-11-17T10:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal1,"Davide Fernandes (BrgP/MOE2.2)"
"av-seprod","10.121.194.155","2025-11-18T22:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Local Application Server (P)","ESX Server Service",
av0sge01,"10.121.194.57","2025-11-17T23:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Energy Management System for FCM","ESX Server Service",
"rt-x8682","10.13.236.110","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_68","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-z01qh","10.13.236.132","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_24","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-z02mj","10.13.236.146","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_29","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-z038p","10.13.236.156","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_31","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"minint-q37gidi","10.13.236.56","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen",,,,
"minint-389u19g","10.13.236.62","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen",,,,
"rt-x7932","10.13.236.92","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_61","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-x7933","10.13.236.98","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-236_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Uni_Kammer_Messrechner_62","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-x5510","10.13.90.198","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engineering,"ENZ-SL4-RT-0090_ANLAGENNETZ_UG","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South1","Reiner Krause (ME/QEC-PA1)"
"rt-z02dd","10.13.90.49","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engineering,"ENZ-SL4-RT-0090_ANLAGENNETZ_UG","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","n\a","Germany Middle South1","Andreas Sczesny (ME/QEC-PA3)"
si0vm11143,"10.139.92.81","2025-11-15T20:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","IBM ALM RTCOverview and RTCMon","ESX Server Service",
na,"10.140.216.155","2025-10-27T11:00:00.000+0100","Bosch Security Layer",Server,"ISZ-SL5-BPC-IPZ-WORKLOAD",Stuttgart,,,,
na,"10.140.216.164","2025-11-03T18:00:00.000+0100","Bosch Security Layer",Server,"ISZ-SL5-BPC-IPZ-WORKLOAD",Stuttgart,,,,
na,"10.140.220.39","2025-11-03T17:00:00.000+0100","Bosch Security Layer",Server,"ISZ-SL5-BPC-IPZ-WORKLOAD",Stuttgart,,,,
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","LL BSH Create - extmittermeier","Regional Service -Mu-","Frank Schuechter (GDS-EPFB)"
